*******************************************************************************
USER DATA                   {Unspecified by user}           Fri Dec-22 05:35:34
Local ID: -839369              (TLE ID = 39369)
 
Geocentric SGP4/SDP4 Two-Line Elements (TLEs):

1 39369U 13055AC  23355.77119201  .00100300  12551-5  10733-2 0  9999
2 39369  80.9531 247.5178 0278342  30.2449 331.4520 15.28467463537133
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Dec 22 05:35:34 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: {Unspecified by user} (-839369) {source: USER-INPUT TLE}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2023-Nov-20 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Dec-21 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Keplerian GM    : 3.9860043550702260E+05 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
EOP file        : eop.231221.p240314
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-DEC-21. PREDICTS-> 2024-MAR-13
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460284.375000000, A.D. 2023-Dec-05 21:00:00.0000,  3.018066591556024E-02,  6.660365672289375E+03,  8.082306248320006E+01,  2.664775369474903E+02,  8.330179204270327E+01,  2.460284363781078E+06,  6.355952793120968E-02,  6.160919591330914E+01,  6.470570007317799E+01,  6.867635484476198E+03,  7.074905296663022E+03,  5.663981651808791E+03,
2460284.416666667, A.D. 2023-Dec-05 22:00:00.0000,  3.016001578423120E-02,  6.664961749358547E+03,  8.082615650150596E+01,  2.664350320373256E+02,  8.307249843611061E+01,  2.460284429306576E+06,  6.349582239139037E-02,  2.906569637894979E+02,  2.873812979811821E+02,  6.872228262219940E+03,  7.079494775081334E+03,  5.669664340764782E+03,
2460284.458333333, A.D. 2023-Dec-05 23:00:00.0000,  3.100867345350507E-02,  6.645087724531915E+03,  8.081652369525176E+01,  2.663873548370058E+02,  8.213312951788706E+01,  2.460284429194055E+06,  6.369718994013226E-02,  1.603661887367262E+02,  1.615179488932176E+02,  6.857737053452423E+03,  7.070386382372932E+03,  5.651740686494285E+03,
2460284.500000000, A.D. 2023-Dec-06 00:00:00.0000,  2.877842350880134E-02,  6.659194316693041E+03,  8.081593731631230E+01,  2.663273335203667E+02,  8.152404262381006E+01,  2.460284494616885E+06,  6.371423427839558E-02,  2.963356183957071E+01,  3.131646189751555E+01,  6.856513979797676E+03,  7.053833642902311E+03,  5.650228776618444E+03,
2460284.541666667, A.D. 2023-Dec-06 01:00:00.0000,  2.951242031941823E-02,  6.666731800260890E+03,  8.082457892422477E+01,  2.662768040483704E+02,  8.328567447675290E+01,  2.460284560499602E+06,  6.353411917507056E-02,  2.566194614788809E+02,  2.533590076724709E+02,  6.869466379420457E+03,  7.072200958580024E+03,  5.666246808396085E+03,
2460284.583333333, A.D. 2023-Dec-06 02:00:00.0000,  2.962654943569148E-02,  6.663814167558273E+03,  8.082312935532974E+01,  2.662365913545387E+02,  8.253008254053664E+01,  2.460284560351646E+06,  6.356463524257627E-02,  1.262150739514318E+02,  1.288944682353088E+02,  6.867267610921357E+03,  7.070721054284441E+03,  5.663526560424091E+03,
2460284.625000000, A.D. 2023-Dec-06 03:00:00.0000,  2.821481640273157E-02,  6.661006123415164E+03,  8.081463531849629E+01,  2.661832586628683E+02,  8.383597699748650E+01,  2.460284626156268E+06,  6.374368663287987E-02,  3.536319045263281E+02,  3.532602909125076E+02,  6.854401812093945E+03,  7.047797500772726E+03,  5.647618125279673E+03,
2460284.666666667, A.D. 2023-Dec-06 04:00:00.0000,  3.040685063809974E-02,  6.651033069642297E+03,  8.081788996244187E+01,  2.661241844377144E+02,  8.489695482240596E+01,  2.460284691889897E+06,  6.367107223646108E-02,  2.212424565717282E+02,  2.190098539065763E+02,  6.859612275539915E+03,  7.068191481437532E+03,  5.654059015419673E+03,
2460284.708333333, A.D. 2023-Dec-06 05:00:00.0000,  2.984767449958940E-02,  6.667383776241330E+03,  8.082647203634102E+01,  2.660792319278353E+02,  8.375720970438786E+01,  2.460284691711691E+06,  6.349188624700189E-02,  9.118132629655561E+01,  9.459623981104524E+01,  6.872512285946696E+03,  7.077640795652063E+03,  5.670015828471300E+03,
2460284.750000000, A.D. 2023-Dec-06 06:00:00.0000,  2.977964065589759E-02,  6.660007893084723E+03,  8.082098132496611E+01,  2.660354223023672E+02,  8.397139737556290E+01,  2.460284757318814E+06,  6.360408021558661E-02,  3.197802451992080E+02,  3.175129331299983E+02,  6.864428095063978E+03,  7.068848297043232E+03,  5.660014244051273E+03,
2460284.791666667, A.D. 2023-Dec-06 07:00:00.0000,  3.160518946122122E-02,  6.637480452781603E+03,  8.081396569350591E+01,  2.659782644547397E+02,  8.313457668223700E+01,  2.460284822657559E+06,  6.374781658039910E-02,  1.893080107696754E+02,  1.887442530983889E+02,  6.854105764041379E+03,  7.070731075301155E+03,  5.647252240333062E+03,
2460284.833333333, A.D. 2023-Dec-06 08:00:00.0000,  3.009602101960052E-02,  6.659601458865848E+03,  8.082216111182710E+01,  2.659222149196932E+02,  8.154628124344831E+01,  2.460284822484133E+06,  6.357879151001808E-02,  5.959690992930518E+01,  6.262767639160561E+01,  6.866248209298696E+03,  7.072894959731543E+03,  5.662265536193386E+03,
2460284.875000000, A.D. 2023-Dec-06 09:00:00.0000,  3.007716301047279E-02,  6.665646198303137E+03,  8.082626454877204E+01,  2.658792254582063E+02,  8.147781658442553E+01,  2.460284888035468E+06,  6.349417825276807E-02,  2.884887635605451E+02,  2.851824837882001E+02,  6.872346896163564E+03,  7.079047594023992E+03,  5.669811152872201E+03,
2460284.916666667, A.D. 2023-Dec-06 10:00:00.0000,  3.083620997825920E-02,  6.646971786911293E+03,  8.081704549782052E+01,  2.658327875184922E+02,  8.060368430166423E+01,  2.460284887924941E+06,  6.368710872151791E-02,  1.581532461615206E+02,  1.594225946293141E+02,  6.858460721858153E+03,  7.069949656805014E+03,  5.652635317049134E+03,
2460284.958333333, A.D. 2023-Dec-06 11:00:00.0000,  2.859745976805700E-02,  6.659360911813407E+03,  8.081524453689011E+01,  2.657729507241546E+02,  8.012115834752851E+01,  2.460284953374452E+06,  6.372965099507087E-02,  2.730479792265524E+01,  2.885710625664999E+01,  6.855408171182406E+03,  7.051455430551404E+03,  5.648861940697650E+03,
2460285.000000000, A.D. 2023-Dec-06 12:00:00.0000,  2.948883222231877E-02,  6.665771783818263E+03,  8.082384139394333E+01,  2.657212561006166E+02,  8.208089388690694E+01,  2.460285019288664E+06,  6.355016196502491E-02,  2.540910781884716E+02,  2.508755399920794E+02,  6.868310231897524E+03,  7.070848679976786E+03,  5.664816404372462E+03,
2460285.041666667, A.D. 2023-Dec-06 13:00:00.0000,  2.954280782286779E-02,  6.665169504253342E+03,  8.082371641386618E+01,  2.656811432013546E+02,  8.129899888481718E+01,  2.460285019134799E+06,  6.355347374156686E-02,  1.237229356797236E+02,  1.264809703528368E+02,  6.868071624365670E+03,  7.070973744477998E+03,  5.664521210341703E+03,
2460285.083333333, A.D. 2023-Dec-06 14:00:00.0000,  2.829118002643589E-02,  6.660926157156560E+03,  8.081497660233229E+01,  2.656289548381924E+02,  8.258051135398760E+01,  2.460285084934267E+06,  6.373732099793736E-02,  3.511838121483331E+02,  3.506689792310189E+02,  6.854858184098581E+03,  7.048790211040601E+03,  5.648182169621628E+03,
2460285.125000000, A.D. 2023-Dec-06 15:00:00.0000,  3.054108874388766E-02,  6.648912771634892E+03,  8.081713011060093E+01,  2.655694825712129E+02,  8.349557919640272E+01,  2.460285150633784E+06,  6.368830258929525E-02,  2.189457613072930E+02,  2.168098695440858E+02,  6.858375011499976E+03,  7.067837251365059E+03,  5.652529355689076E+03,
2460285.166666667, A.D. 2023-Dec-06 16:00:00.0000,  2.990133285142859E-02,  6.666682090981381E+03,  8.082634840247364E+01,  2.655233737083008E+02,  8.223936725268659E+01,  2.460285150443998E+06,  6.349664224749159E-02,  8.899934321022626E+01,  9.242545560982869E+01,  6.872169106856812E+03,  7.077656122732242E+03,  5.669591135178832E+03,
2460285.208333333, A.D. 2023-Dec-06 17:00:00.0000,  2.987607104842677E-02,  6.660327848908476E+03,  8.082179426825934E+01,  2.654802261347410E+02,  8.229409097903945E+01,  2.460285216019201E+06,  6.359001553703106E-02,  3.177724802297387E+02,  3.154069113774764E+02,  6.865440228967846E+03,  7.070552609027217E+03,  5.661266111664296E+03,
2460285.250000000, A.D. 2023-Dec-06 18:00:00.0000,  3.160604472220464E-02,  6.637238787565299E+03,  8.081398922327520E+01,  2.654240309793815E+02,  8.144042013230995E+01,  2.460285281347551E+06,  6.375121379218428E-02,  1.873344015475810E+02,  1.868895071749339E+02,  6.853862264827262E+03,  7.070485742089225E+03,  5.646951306268854E+03,
2460285.291666667, A.D. 2023-Dec-06 19:00:00.0000,  2.998924438607185E-02,  6.658916442044219E+03,  8.082141550546852E+01,  2.653670097910373E+02,  7.978300614699046E+01,  2.460285281167600E+06,  6.359910347298442E-02,  5.769197580899909E+01,  6.065448197264902E+01,  6.864786192839412E+03,  7.070655943634605E+03,  5.660457150200560E+03,
2460285.333333333, A.D. 2023-Dec-06 20:00:00.0000,  2.998357328299441E-02,  6.666199465186975E+03,  8.082646117763990E+01,  2.653234462025406E+02,  7.993242403923685E+01,  2.460285346754913E+06,  6.349546287832815E-02,  2.863691090787682E+02,  2.830392145744923E+02,  6.872254202692781E+03,  7.078308940198588E+03,  5.669696442560667E+03,
2460285.375000000, A.D. 2023-Dec-06 21:00:00.0000,  3.066604303452797E-02,  6.648853363598255E+03,  8.081782078308532E+01,  2.652781883972084E+02,  7.910171016662862E+01,  2.460285346643338E+06,  6.367684316299728E-02,  1.560092614157879E+02,  1.573895038973451E+02,  6.859197819101152E+03,  7.069542274604049E+03,  5.653546597441825E+03,
2460285.416666667, A.D. 2023-Dec-06 22:00:00.0000,  2.842774278864035E-02,  6.659549123442443E+03,  8.081488194229573E+01,  2.652187268132671E+02,  7.875022869514893E+01,  2.460285412119858E+06,  6.374365098234852E-02,  2.504132609725238E+01,  2.646582445815998E+01,  6.854404367778997E+03,  7.049259612115551E+03,  5.647621283877964E+03,
2460285.458333333, A.D. 2023-Dec-06 23:00:00.0000,  2.948678508228619E-02,  6.664566764909205E+03,  8.082328301389583E+01,  2.651659512276939E+02,  8.089492593568987E+01,  2.460285478062833E+06,  6.356759960932908E-02,  2.516408438034728E+02,  2.484723258729205E+02,  6.867054113708558E+03,  7.069541462507912E+03,  5.663262451507875E+03,
2460285.500000000, A.D. 2023-Dec-07 00:00:00.0000,  2.948442599126885E-02,  6.666217137370369E+03,  8.082443718383986E+01,  2.651258012076485E+02,  8.005429051682938E+01,  2.460285477899035E+06,  6.354422637120123E-02,  1.213391864995487E+02,  1.241694530010840E+02,  6.868737932597459E+03,  7.071258727824549E+03,  5.665345548421925E+03,
2460285.541666667, A.D. 2023-Dec-07 01:00:00.0000,  2.837931841850889E-02,  6.660830769839221E+03,  8.081558871855165E+01,  2.650747829038468E+02,  8.129777717092399E+01,  2.460285543690427E+06,  6.373001825580453E-02,  3.488566220915118E+02,  3.482055032433009E+02,  6.855381833780541E+03,  7.049932897721860E+03,  5.648829387667894E+03,
2460285.583333333, A.D. 2023-Dec-07 02:00:00.0000,  3.067315812331433E-02,  6.646911302124758E+03,  8.081660608239751E+01,  2.650150924163408E+02,  8.206685079297350E+01,  2.460285609355963E+06,  6.370405097063472E-02,  2.167706650313339E+02,  2.147298049034706E+02,  6.857244651613964E+03,  7.067578001103171E+03,  5.651131984776714E+03,
2460285.625000000, A.D. 2023-Dec-07 03:00:00.0000,  2.995333023077086E-02,  6.665899688844004E+03,  8.082627544323006E+01,  2.649677939930781E+02,  8.070144715562135E+01,  2.460285609155859E+06,  6.350271587172908E-02,  8.693101383669890E+01,  9.036331923603787E+01,  6.871730914173231E+03,  7.077562139502458E+03,  5.669048875439817E+03,
2460285.666666667, A.D. 2023-Dec-07 04:00:00.0000,  2.996355206268621E-02,  6.660725060300780E+03,  8.082268038315176E+01,  2.649251530654805E+02,  8.060365312941154E+01,  2.460285674700583E+06,  6.357572695959647E-02,  3.158701565594116E+02,  3.134141904935519E+02,  6.866468857396184E+03,  7.072212654491588E+03,  5.662538475238931E+03,
2460285.708333333, A.D. 2023-Dec-07 05:00:00.0000,  3.157438422816982E-02,  6.637460300853542E+03,  8.081420129357453E+01,  2.648699479056645E+02,  7.975808633501246E+01,  2.460285740024439E+06,  6.375114872057647E-02,  1.854422472728671E+02,  1.851120858260751E+02,  6.853866928709356E+03,  7.070273556565170E+03,  5.646957070183828E+03,
2460285.750000000, A.D. 2023-Dec-07 06:00:00.0000,  2.988155787874653E-02,  6.658394794559221E+03,  8.082075626265105E+01,  2.648120271937363E+02,  7.807721328330679E+01,  2.460285739843652E+06,  6.361716985853187E-02,  5.582460425921920E+01,  5.871692557937533E+01,  6.863486462539592E+03,  7.068578130519963E+03,  5.658849659620931E+03,
2460285.791666667, A.D. 2023-Dec-07 07:00:00.0000,  2.989416134757940E-02,  6.666749532290994E+03,  8.082663249047532E+01,  2.647677366955533E+02,  7.839641854378732E+01,  2.460285805458810E+06,  6.349638283900907E-02,  2.843350931491622E+02,  2.809870603351331E+02,  6.872187823909825E+03,  7.077626115528657E+03,  5.669614297758605E+03,
2460285.833333333, A.D. 2023-Dec-07 08:00:00.0000,  3.048360139830843E-02,  6.651002080658042E+03,  8.081867250996596E+01,  2.647234871067051E+02,  7.765017264691082E+01,  2.460285805352652E+06,  6.366395724415408E-02,  1.539095840999060E+02,  1.553947754782069E+02,  6.860123346289564E+03,  7.069244611921086E+03,  5.654690904924181E+03,
2460285.875000000, A.D. 2023-Dec-07 09:00:00.0000,  2.830363822134399E-02,  6.659782450280012E+03,  8.081467312878385E+01,  2.646644398284793E+02,  7.743121225864374E+01,  2.460285870856611E+06,  6.375251437224597E-02,  2.282268557444483E+01,  2.412295625040330E+01,  6.853769049921639E+03,  7.047755649563265E+03,  5.646836105914003E+03,
2460285.916666667, A.D. 2023-Dec-07 10:00:00.0000,  2.949693921890991E-02,  6.663426137207203E+03,  8.082276790942660E+01,  2.646105605239803E+02,  7.965866732071748E+01,  2.460285936810364E+06,  6.358292442719003E-02,  2.493392919833874E+02,  2.462187566448631E+02,  6.865950666702975E+03,  7.068475196198748E+03,  5.661897486521599E+03,
2460285.958333333, A.D. 2023-Dec-07 11:00:00.0000,  2.943579672399053E-02,  6.667254635259777E+03,  8.082516906256328E+01,  2.645701588690964E+02,  7.881633893185251E+01,  2.460285936646516E+06,  6.353416960706908E-02,  1.190465775807305E+02,  1.219424002763061E+02,  6.869462744201107E+03,  7.071670853142436E+03,  5.666242310656483E+03,
2460286.000000000, A.D. 2023-Dec-07 12:00:00.0000,  2.850290975961718E-02,  6.660774867156289E+03,  8.081635946458273E+01,  2.645202121860860E+02,  7.994662778285249E+01,  2.460286002416458E+06,  6.371866099833412E-02,  3.466966895125960E+02,  3.459181889130883E+02,  6.856196414863351E+03,  7.051617962570413E+03,  5.649836238859632E+03,
2460286.041666667, A.D. 2023-Dec-07 13:00:00.0000,  3.078287634554913E-02,  6.645283411028863E+03,  8.081626937517460E+01,  2.644603850056558E+02,  8.056784898583901E+01,  2.460286068048110E+06,  6.371664104668445E-02,  2.147670482058196E+02,  2.128176271513791E+02,  6.856341318003854E+03,  7.067399224978845E+03,  5.650015350561749E+03,
2460286.083333333, A.D. 2023-Dec-07 14:00:00.0000,  2.999513059140805E-02,  6.665139638510348E+03,  8.082626762515441E+01,  2.644118429663209E+02,  7.912373130157343E+01,  2.460286067842042E+06,  6.350947309400160E-02,  8.500410298678159E+01,  8.843739248431962E+01,  6.871243484142567E+03,  7.077347329774785E+03,  5.668445705212466E+03,
2460286.125000000, A.D. 2023-Dec-07 15:00:00.0000,  3.002868129655926E-02,  6.661216716278359E+03,  8.082368772912533E+01,  2.643695570528188E+02,  7.888398499985823E+01,  2.460286133358377E+06,  6.356228643138152E-02,  3.140976190371680E+02,  3.115610478109651E+02,  6.867436786875716E+03,  7.073656857473074E+03,  5.663735844188628E+03,
2460286.166666667, A.D. 2023-Dec-07 16:00:00.0000,  3.151958013836489E-02,  6.637949449950271E+03,  8.081470684882017E+01,  2.643153958385245E+02,  7.806859950401503E+01,  2.460286198682545E+06,  6.374951321927873E-02,  1.836578872250122E+02,  1.834361844026454E+02,  6.853984152718981E+03,  7.070018855487691E+03,  5.647101943535014E+03,
2460286.208333333, A.D. 2023-Dec-07 17:00:00.0000,  2.975261196309409E-02,  6.657978958908813E+03,  8.082034784915636E+01,  2.642567262229709E+02,  7.636443366182198E+01,  2.460286198499955E+06,  6.363581531500367E-02,  5.406523883956323E+01,  5.688617586872092E+01,  6.862145717681189E+03,  7.066312476453565E+03,  5.657191602212746E+03,
2460286.250000000, A.D. 2023-Dec-07 18:00:00.0000,  2.979567260669798E-02,  6.667156732789253E+03,  8.082697426005151E+01,  2.642116500562695E+02,  7.690938691615148E+01,  2.460286264152888E+06,  6.350023475152576E-02,  2.823513095758615E+02,  2.789911562960128E+02,  6.871909910670308E+03,  7.076663088551363E+03,  5.669270380002021E+03,
2460286.291666667, A.D. 2023-Dec-07 19:00:00.0000,  3.030904717434080E-02,  6.653050790669628E+03,  8.081982647034657E+01,  2.641683219254244E+02,  7.621706117264822E+01,  2.460286264048082E+06,  6.365173909283385E-02,  1.518886884540030E+02,  1.534720087505089E+02,  6.861001199694372E+03,  7.068951608719117E+03,  5.655776340611095E+03,
2460286.333333333, A.D. 2023-Dec-07 20:00:00.0000,  2.818510991086418E-02,  6.660037010643358E+03,  8.081487740464890E+01,  2.641098398390824E+02,  7.612428990170554E+01,  2.460286329577746E+06,  6.376052384016026E-02,  2.068919237521705E+01,  2.186901861333144E+01,  6.853195066842916E+03,  7.046353123042474E+03,  5.646126761795048E+03,
2460286.375000000, A.D. 2023-Dec-07 21:00:00.0000,  2.952154337789197E-02,  6.662094256406886E+03,  8.082255663171306E+01,  2.640549659294772E+02,  7.843475565106326E+01,  2.460286395541880E+06,  6.359957391689443E-02,  2.471223036180369E+02,  2.440510702418781E+02,  6.864752340402565E+03,  7.067410424398244E+03,  5.660415279989329E+03,
2460286.416666667, A.D. 2023-Dec-07 22:00:00.0000,  2.940535372781706E-02,  6.667984623190860E+03,  8.082614512101974E+01,  2.640142022558429E+02,  7.754556367519135E+01,  2.460286395371733E+06,  6.352672541952804E-02,  1.168816939288495E+02,  1.198367141179006E+02,  6.869999385223235E+03,  7.072014147255610E+03,  5.666906292156158E+03,
2460286.458333333, A.D. 2023-Dec-07 23:00:00.0000,  2.861953978092973E-02,  6.660751522194161E+03,  8.081750934084309E+01,  2.639653200654481E+02,  7.856478112880352E+01,  2.460286461120010E+06,  6.370752195506674E-02,  3.446612118315479E+02,  3.437627677753398E+02,  6.856995579972855E+03,  7.053239637751549E+03,  5.650824093486322E+03,
2460286.500000000, A.D. 2023-Dec-08 00:00:00.0000,  3.088442633270419E-02,  6.643752252018680E+03,  8.081633034740064E+01,  2.639055348579574E+02,  7.905437603256955E+01,  2.460286526720577E+06,  6.372865200275740E-02,  2.128723448388998E+02,  2.110121591118881E+02,  6.855479813287499E+03,  7.067207374556318E+03,  5.648950490658794E+03,
2460286.541666667, A.D. 2023-Dec-08 01:00:00.0000,  3.002333005095251E-02,  6.664304024715403E+03,  8.082649031476751E+01,  2.638557863633528E+02,  7.750916190132737E+01,  2.460286526504844E+06,  6.351864834419405E-02,  8.320825011306833E+01,  8.663770443697511E+01,  6.870581768802210E+03,  7.076859512889017E+03,  5.667626899886732E+03,
2460286.583333333, A.D. 2023-Dec-08 02:00:00.0000,  3.006638226739665E-02,  6.661749414785665E+03,  8.082491644095337E+01,  2.638137470037931E+02,  7.718184926366877E+01,  2.460286592002285E+06,  6.355095722473567E-02,  3.124004992903934E+02,  3.097911026154853E+02,  6.868252932977741E+03,  7.074756451169817E+03,  5.664745516372470E+03,
2460286.625000000, A.D. 2023-Dec-08 03:00:00.0000,  3.144449769825711E-02,  6.638653727206810E+03,  8.081555487319365E+01,  2.637606772694235E+02,  7.639983481685888E+01,  2.460286657328011E+06,  6.374678129568000E-02,  1.819463033764485E+02,  1.818285581835360E+02,  6.854179973610443E+03,  7.069706220014076E+03,  5.647343954986422E+03,
2460286.666666667, A.D. 2023-Dec-08 04:00:00.0000,  2.961105963924872E-02,  6.657671530377752E+03,  8.082020574868653E+01,  2.637014185945496E+02,  7.468429452541471E+01,  2.460286657144612E+06,  6.365415059746138E-02,  5.236862089384323E+01,  5.511688525395961E+01,  6.860827914941714E+03,  7.063984299505676E+03,  5.655562074444793E+03,
2460286.708333333, A.D. 2023-Dec-08 05:00:00.0000,  2.969486032292376E-02,  6.667441701223023E+03,  8.082743322209608E+01,  2.636555167621561E+02,  7.546678586711472E+01,  2.460286722837130E+06,  6.350606069163002E-02,  2.804187768820013E+02,  2.770514313612942E+02,  6.871489625873765E+03,  7.075537550524507E+03,  5.668750290591513E+03,
2460286.750000000, A.D. 2023-Dec-08 06:00:00.0000,  3.013853892917779E-02,  6.655050252209454E+03,  8.082114230613476E+01,  2.636129968386061E+02,  7.481702221037250E+01,  2.460286722732450E+06,  6.363983743021502E-02,  1.499301296805123E+02,  1.516056464798299E+02,  6.861856583992549E+03,  7.068662915775643E+03,  5.656834060815476E+03,
2460286.791666667, A.D. 2023-Dec-08 07:00:00.0000,  2.808659559880574E-02,  6.660292152307951E+03,  8.081531828844172E+01,  2.635551874593625E+02,  7.484134111805081E+01,  2.460286788285390E+06,  6.376655501604434E-02,  1.862890730940033E+01,  1.969228117555892E+01,  6.852762933557259E+03,  7.045233714806567E+03,  5.645592739162720E+03,
2460286.833333333, A.D. 2023-Dec-08 08:00:00.0000,  2.955664175744555E-02,  6.660675968994783E+03,  8.082244970704626E+01,  2.634994246988589E+02,  7.720070843759133E+01,  2.460286854253277E+06,  6.361643751959752E-02,  2.450143616747626E+02,  2.419929903143741E+02,  6.863539136438710E+03,  7.066402303882636E+03,  5.658914803097853E+03,
2460286.875000000, A.D. 2023-Dec-08 09:00:00.0000,  2.938741480956842E-02,  6.668498054234387E+03,  8.082710156529784E+01,  2.634581923928766E+02,  7.625250214454869E+01,  2.460286854075613E+06,  6.352114983703953E-02,  1.148377962025299E+02,  1.178460028516448E+02,  6.870401389784212E+03,  7.072304725334037E+03,  5.667403706065818E+03,
2460286.916666667, A.D. 2023-Dec-08 10:00:00.0000,  2.873767482447928E-02,  6.660751976123739E+03,  8.081871921188758E+01,  2.634103242037165E+02,  7.714398011423806E+01,  2.460286919798630E+06,  6.369589405179317E-02,  3.427637852212104E+02,  3.417534391514770E+02,  6.857830066578612E+03,  7.054908157033485E+03,  5.651855670748141E+03,
2460286.958333333, A.D. 2023-Dec-08 11:00:00.0000,  3.097204617129831E-02,  6.642396714215447E+03,  8.081646419549438E+01,  2.633507223913701E+02,  7.751528816884729E+01,  2.460286985370401E+06,  6.373951578244473E-02,  2.111043216049800E+02,  2.093300279011484E+02,  6.854700824646846E+03,  7.067004935078245E+03,  5.647987682064443E+03,
2460287.000000000, A.D. 2023-Dec-08 12:00:00.0000,  3.003857698300740E-02,  6.663438212586177E+03,  8.082660821022702E+01,  2.632998153197324E+02,  7.586404436464171E+01,  2.460286985143802E+06,  6.352953071758763E-02,  8.154495147872781E+01,  8.496656874219157E+01,  6.869797142921466E+03,  7.076156073256755E+03,  5.666656056383193E+03,
2460287.041666667, A.D. 2023-Dec-08 13:00:00.0000,  3.008155246051711E-02,  6.662295446125613E+03,  8.082598945544171E+01,  2.632579086478602E+02,  7.548840994531898E+01,  2.460287050629111E+06,  6.354165382014047E-02,  3.107961909857895E+02,  3.081219254040437E+02,  6.868923323426537E+03,  7.075551200727460E+03,  5.665574915928496E+03,
2460287.083333333, A.D. 2023-Dec-08 14:00:00.0000,  3.135587794922170E-02,  6.639500955116167E+03,  8.081635100874938E+01,  2.632059412638716E+02,  7.474306232313337E+01,  2.460287115957537E+06,  6.374332762093605E-02,  1.803246969351918E+02,  1.803051038049900E+02,  6.854427548746446E+03,  7.069354142376724E+03,  5.647649933508656E+03,
2460287.125000000, A.D. 2023-Dec-08 15:00:00.0000,  2.946070509067602E-02,  6.657439287049178E+03,  8.081995637755846E+01,  2.631462436633513E+02,  7.302026528215588E+01,  2.460287115773183E+06,  6.367227692138909E-02,  5.075934755111846E+01,  5.343532993975382E+01,  6.859525752299573E+03,  7.061612217549969E+03,  5.653952040139264E+03,
2460287.166666667, A.D. 2023-Dec-08 16:00:00.0000,  2.959655476533361E-02,  6.667551677614549E+03,  8.082763446537135E+01,  2.630994906206150E+02,  7.406328163471039E+01,  2.460287181509105E+06,  6.351414056038747E-02,  2.785503139455918E+02,  2.751798937376918E+02,  6.870906848441966E+03,  7.074262019269383E+03,  5.668029147898523E+03,
2460287.208333333, A.D. 2023-Dec-08 17:00:00.0000,  2.998359757526143E-02,  6.656870268981777E+03,  8.082222244352536E+01,  2.630576557708353E+02,  7.342661145998653E+01,  2.460287181400626E+06,  6.362898474920479E-02,  1.480637547734890E+02,  1.498248754404545E+02,  6.862636809379385E+03,  7.068403349776993E+03,  5.657798901223221E+03,
2460287.250000000, A.D. 2023-Dec-08 18:00:00.0000,  2.800298044836056E-02,  6.660523874657634E+03,  8.081560603114886E+01,  2.630005930405510E+02,  7.355558229635001E+01,  2.460287246973875E+06,  6.377145599257636E-02,  1.667350884646658E+01,  1.762605362303653E+01,  6.852411829132959E+03,  7.044299783608283E+03,  5.645158862954418E+03,
2460287.291666667, A.D. 2023-Dec-08 19:00:00.0000,  2.960696647431331E-02,  6.659108766292547E+03,  8.082208512287606E+01,  2.629440252792083E+02,  7.595567823078123E+01,  2.460287312943665E+06,  6.363394660591239E-02,  2.430196384995770E+02,  2.400474746268083E+02,  6.862280062026309E+03,  7.065451357760070E+03,  5.657357734378705E+03,
2460287.333333333, A.D. 2023-Dec-08 20:00:00.0000,  2.938612880364637E-02,  6.668714382974631E+03,  8.082768073863375E+01,  2.629022022819585E+02,  7.490660802455552E+01,  2.460287312752469E+06,  6.351818522188055E-02,  1.129471898837771E+02,  1.160028581920774E+02,  6.870615165178865E+03,  7.072515947383099E+03,  5.667668223556053E+03,
2460287.375000000, A.D. 2023-Dec-08 21:00:00.0000,  2.884440229974992E-02,  6.660779314872807E+03,  8.081961495562736E+01,  2.628552356519666E+02,  7.568787973963990E+01,  2.460287378452971E+06,  6.368500338564727E-02,  3.410004254693875E+02,  3.398864868918723E+02,  6.858611875013539E+03,  7.056444435154272E+03,  5.652822185154087E+03,
2460287.416666667, A.D. 2023-Dec-08 22:00:00.0000,  3.105119872704186E-02,  6.641153259310127E+03,  8.081631389228735E+01,  2.627958640669435E+02,  7.595812353557237E+01,  2.460287443999234E+06,  6.374960637069516E-02,  2.094531479906849E+02,  2.077610525012015E+02,  6.853977475987690E+03,  7.066801692665253E+03,  5.647093691946107E+03,
